dteday,yr,hr,cnt
2011-06-20,0,11,94
2011-06-20,0,12,162
2011-06-20,0,13,179
2011-06-20,0,14,175
2011-06-20,0,15,205
2011-06-20,0,16,299
2011-06-20,0,17,565
2011-06-20,0,18,538
2011-06-20,0,19,431
2011-06-20,0,20,316
2011-06-20,0,21,206
2011-06-20,0,22,130
2011-06-20,0,23,60
2011-06-21,0,0,33
2011-06-21,0,1,14
2011-06-21,0,2,6
2011-06-21,0,3,2
2011-06-21,0,4,9
2011-06-21,0,5,25
2011-06-21,0,6,115
2011-06-21,0,7,309
2011-06-21,0,8,401
2011-06-21,0,9,275
2011-06-21,0,10,161
2011-06-21,0,11,171
2011-06-21,0,12,189
2011-06-21,0,13,207
2011-06-21,0,14,152
2011-06-21,0,15,170
2011-06-21,0,16,335
2011-06-21,0,17,572
2011-06-21,0,18,536
2011-06-21,0,19,425
2011-06-21,0,20,326
2011-06-21,0,21,229
2011-06-21,0,22,109
2011-06-21,0,23,64
2011-06-22,0,0,33
2011-06-22,0,1,21
2011-06-22,0,2,7
2011-06-22,0,3,7
2011-06-22,0,4,11
2011-06-22,0,5,23
2011-06-22,0,6,122
2011-06-22,0,7,311
2011-06-22,0,8,423
2011-06-22,0,9,219
2011-06-22,0,10,135
2011-06-22,0,11,145
2011-06-22,0,12,188
2011-06-22,0,13,147
2011-06-22,0,14,145
2011-06-22,0,15,146
2011-06-22,0,16,258
2011-06-22,0,17,529
2011-06-22,0,18,513
2011-06-22,0,19,342
2011-06-22,0,20,282
2011-06-22,0,21,247
2011-06-22,0,22,148
2011-06-22,0,23,105
2011-06-23,0,0,49
2011-06-23,0,1,31
2011-06-23,0,2,4
2011-06-23,0,3,5
2011-06-23,0,4,7
2011-06-23,0,5,24
2011-06-23,0,6,100
2011-06-23,0,7,327
2011-06-23,0,8,432
2011-06-23,0,9,227
2011-06-23,0,10,127
2011-06-23,0,11,136
2011-06-23,0,12,160
2011-06-23,0,13,186
2011-06-23,0,14,149
2011-06-23,0,15,189
2011-06-23,0,16,275
2011-06-23,0,17,569
2011-06-23,0,18,540
2011-06-23,0,19,400
2011-06-23,0,20,352
2011-06-23,0,21,234
2011-06-23,0,22,162
2011-06-23,0,23,105
2011-06-24,0,0,63
2011-06-24,0,1,28
2011-06-24,0,2,14
2011-06-24,0,3,5
2011-06-24,0,4,9
2011-06-24,0,5,20
2011-06-24,0,6,91
2011-06-24,0,7,268
2011-06-24,0,8,466
2011-06-24,0,9,231
2011-06-24,0,10,145
2011-06-24,0,11,203
2011-06-24,0,12,201
2011-06-24,0,13,221
2011-06-24,0,14,229
2011-06-24,0,15,216
2011-06-24,0,16,327
2011-06-24,0,17,557
2011-06-24,0,18,452
2011-06-24,0,19,385
2011-06-24,0,20,288
2011-06-24,0,21,233
2011-06-24,0,22,167
2011-06-24,0,23,172
2011-06-25,0,0,116
2011-06-25,0,1,95
2011-06-25,0,2,59
2011-06-25,0,3,39
2011-06-25,0,4,11
2011-06-25,0,5,14
2011-06-25,0,6,29
2011-06-25,0,7,42
2011-06-25,0,8,112
2011-06-25,0,9,186
2011-06-25,0,10,302
2011-06-25,0,11,331
2011-06-25,0,12,392
2011-06-25,0,13,371
2011-06-25,0,14,383
2011-06-25,0,15,392
2011-06-25,0,16,410
2011-06-25,0,17,399
2011-06-25,0,18,307
2011-06-25,0,19,375
2011-06-25,0,20,269
2011-06-25,0,21,202
2011-06-25,0,22,187
2011-06-25,0,23,179
2011-06-26,0,0,115
2011-06-26,0,1,90
2011-06-26,0,2,87
2011-06-26,0,3,34
2011-06-26,0,4,11
2011-06-26,0,5,12
2011-06-26,0,6,20
2011-06-26,0,7,51
2011-06-26,0,8,107
2011-06-26,0,9,206
2011-06-26,0,10,332
2011-06-26,0,11,346
2011-06-26,0,12,443
2011-06-26,0,13,442
2011-06-26,0,14,443
2011-06-26,0,15,403
2011-06-26,0,16,455
2011-06-26,0,17,421
2011-06-26,0,18,382
2011-06-26,0,19,317
2011-06-26,0,20,213
2011-06-26,0,21,183
2011-06-26,0,22,114
2011-06-26,0,23,78
2011-06-27,0,0,32
2011-06-27,0,1,15
2011-06-27,0,2,6
2011-06-27,0,3,2
2011-06-27,0,4,9
2011-06-27,0,5,22
2011-06-27,0,6,94
2011-06-27,0,7,261
2011-06-27,0,8,447
2011-06-27,0,9,187
2011-06-27,0,10,150
2011-06-27,0,11,150
2011-06-27,0,12,170
2011-06-27,0,13,164
2011-06-27,0,14,158
2011-06-27,0,15,202
2011-06-27,0,16,275
2011-06-27,0,17,604
2011-06-27,0,18,591
2011-06-27,0,19,396
2011-06-27,0,20,305
2011-06-27,0,21,242
2011-06-27,0,22,145
2011-06-27,0,23,81
2011-06-28,0,0,30
2011-06-28,0,1,13
2011-06-28,0,2,11
2011-06-28,0,3,2
2011-06-28,0,4,8
2011-06-28,0,5,21
2011-06-28,0,6,124
2011-06-28,0,7,347
2011-06-28,0,8,456
2011-06-28,0,9,246
2011-06-28,0,10,157
2011-06-28,0,11,167
2011-06-28,0,12,202
2011-06-28,0,13,189
2011-06-28,0,14,160
2011-06-28,0,15,166
2011-06-28,0,16,261
2011-06-28,0,17,579
2011-06-28,0,18,504
2011-06-28,0,19,299
2011-06-28,0,20,296
2011-06-28,0,21,195
2011-06-28,0,22,134
2011-06-28,0,23,81
2011-06-29,0,0,36
2011-06-29,0,1,28
2011-06-29,0,2,16
2011-06-29,0,3,5
2011-06-29,0,4,5
2011-06-29,0,5,22
2011-06-29,0,6,116
2011-06-29,0,7,336
2011-06-29,0,8,540
2011-06-29,0,9,221
2011-06-29,0,10,126
2011-06-29,0,11,170
2011-06-29,0,12,243
2011-06-29,0,13,231
2011-06-29,0,14,188
2011-06-29,0,15,189
2011-06-29,0,16,328
2011-06-29,0,17,570
2011-06-29,0,18,588
2011-06-29,0,19,401
2011-06-29,0,20,333
2011-06-29,0,21,221
2011-06-29,0,22,183
2011-06-29,0,23,129
2011-06-30,0,0,54
2011-06-30,0,1,32
2011-06-30,0,2,8
2011-06-30,0,3,9
2011-06-30,0,4,6
2011-06-30,0,5,25
2011-06-30,0,6,123
2011-06-30,0,7,320
2011-06-30,0,8,555
2011-06-30,0,9,260
2011-06-30,0,10,132
2011-06-30,0,11,169
2011-06-30,0,12,233
2011-06-30,0,13,232
2011-06-30,0,14,163
2011-06-30,0,15,240
2011-06-30,0,16,323
2011-06-30,0,17,594
2011-06-30,0,18,586
2011-06-30,0,19,455
2011-06-30,0,20,340
2011-06-30,0,21,323
2011-06-30,0,22,207
2011-06-30,0,23,126
2011-07-01,0,0,68
2011-07-01,0,1,31
2011-07-01,0,2,13
2011-07-01,0,3,11
2011-07-01,0,4,6
2011-07-01,0,5,30
2011-07-01,0,6,108
2011-07-01,0,7,243
2011-07-01,0,8,492
2011-07-01,0,9,260
2011-07-01,0,10,170
2011-07-01,0,11,214
2011-07-01,0,12,263
2011-07-01,0,13,292
2011-07-01,0,14,303
2011-07-01,0,15,381
2011-07-01,0,16,427
2011-07-01,0,17,461
2011-07-01,0,18,422
2011-07-01,0,19,318
2011-07-01,0,20,269
2011-07-01,0,21,218
2011-07-01,0,22,222
2011-07-01,0,23,140
2011-07-02,0,0,115
2011-07-02,0,1,78
2011-07-02,0,2,52
2011-07-02,0,3,26
2011-07-02,0,4,11
2011-07-02,0,5,14
2011-07-02,0,6,32
2011-07-02,0,7,45
2011-07-02,0,8,132
2011-07-02,0,9,179
2011-07-02,0,10,271
2011-07-02,0,11,357
2011-07-02,0,12,374
2011-07-02,0,13,404
2011-07-02,0,14,392
2011-07-02,0,15,331
2011-07-02,0,16,398
2011-07-02,0,17,349
2011-07-02,0,18,383
2011-07-02,0,19,305
2011-07-02,0,20,284
2011-07-02,0,21,232
2011-07-02,0,22,201
2011-07-02,0,23,154
2011-07-03,0,0,144
2011-07-03,0,1,78
2011-07-03,0,2,69
2011-07-03,0,3,33
2011-07-03,0,4,5
2011-07-03,0,5,1
2011-07-03,0,6,3
2011-07-03,0,7,25
2011-07-03,0,8,92
2011-07-03,0,9,181
2011-07-03,0,10,264
2011-07-03,0,11,390
2011-07-03,0,12,404
2011-07-03,0,13,421
2011-07-03,0,14,375
2011-07-03,0,15,376
2011-07-03,0,16,414
2011-07-03,0,17,358
2011-07-03,0,18,181
2011-07-03,0,19,183
2011-07-03,0,20,176
2011-07-03,0,21,167
2011-07-03,0,22,162
2011-07-03,0,23,147
2011-07-04,0,0,140
2011-07-04,0,1,119
2011-07-04,0,2,63
2011-07-04,0,3,26
2011-07-04,0,4,12
2011-07-04,0,5,4
2011-07-04,0,6,16
2011-07-04,0,7,36
2011-07-04,0,8,86
2011-07-04,0,9,238
2011-07-04,0,10,280
2011-07-04,0,11,349
2011-07-04,0,12,447
2011-07-04,0,13,423
2011-07-04,0,14,408
2011-07-04,0,15,408
2011-07-04,0,16,452
2011-07-04,0,17,436
2011-07-04,0,18,418
2011-07-04,0,19,375
2011-07-04,0,20,386
2011-07-04,0,21,457
2011-07-04,0,22,326
2011-07-04,0,23,138
2011-07-05,0,0,55
2011-07-05,0,1,39
2011-07-05,0,2,13
2011-07-05,0,3,8
2011-07-05,0,4,5
2011-07-05,0,5,20
2011-07-05,0,6,94
2011-07-05,0,7,270
2011-07-05,0,8,432
2011-07-05,0,9,227
2011-07-05,0,10,139
2011-07-05,0,11,172
2011-07-05,0,12,201
2011-07-05,0,13,203
2011-07-05,0,14,178
2011-07-05,0,15,162
2011-07-05,0,16,281
2011-07-05,0,17,545
2011-07-05,0,18,496
2011-07-05,0,19,368
2011-07-05,0,20,284
2011-07-05,0,21,245
2011-07-05,0,22,155
2011-07-05,0,23,73
2011-07-06,0,0,37
2011-07-06,0,1,15
2011-07-06,0,2,5
2011-07-06,0,3,6
2011-07-06,0,4,6
2011-07-06,0,5,35
2011-07-06,0,6,121
2011-07-06,0,7,312
2011-07-06,0,8,428
2011-07-06,0,9,189
2011-07-06,0,10,43
2011-07-06,0,11,127
2011-07-06,0,12,152
2011-07-06,0,13,140
2011-07-06,0,14,163
2011-07-06,0,15,185
2011-07-06,0,16,275
2011-07-06,0,17,596
2011-07-06,0,18,563
2011-07-06,0,19,394
2011-07-06,0,20,312
2011-07-06,0,21,241
2011-07-06,0,22,186
2011-07-06,0,23,98
2011-07-07,0,0,35
2011-07-07,0,1,16
2011-07-07,0,2,8
2011-07-07,0,3,4
2011-07-07,0,4,4
2011-07-07,0,5,32
2011-07-07,0,6,118
2011-07-07,0,7,292
2011-07-07,0,8,443
2011-07-07,0,9,179
2011-07-07,0,10,101
2011-07-07,0,11,142
2011-07-07,0,12,171
2011-07-07,0,13,155
2011-07-07,0,14,160
2011-07-07,0,15,166
2011-07-07,0,16,265
2011-07-07,0,17,569
2011-07-07,0,18,562
2011-07-07,0,19,365
2011-07-07,0,20,285
2011-07-07,0,21,209
2011-07-07,0,22,182
2011-07-07,0,23,129
2011-07-08,0,0,47
2011-07-08,0,1,34
2011-07-08,0,2,22
2011-07-08,0,3,6
2011-07-08,0,4,11
2011-07-08,0,5,27
2011-07-08,0,6,102
2011-07-08,0,7,332
2011-07-08,0,8,457
2011-07-08,0,9,241
2011-07-08,0,10,138
2011-07-08,0,11,165
2011-07-08,0,12,213
2011-07-08,0,13,229
2011-07-08,0,14,216
2011-07-08,0,15,141
2011-07-08,0,16,132
2011-07-08,0,17,167
2011-07-08,0,18,316
2011-07-08,0,19,270
2011-07-08,0,20,250
2011-07-08,0,21,204
2011-07-08,0,22,169
2011-07-08,0,23,151
2011-07-09,0,0,121
2011-07-09,0,1,53
2011-07-09,0,2,55
2011-07-09,0,3,30
2011-07-09,0,4,6
2011-07-09,0,5,15
2011-07-09,0,6,38
2011-07-09,0,7,71
2011-07-09,0,8,182
2011-07-09,0,9,247
2011-07-09,0,10,264
2011-07-09,0,11,290
2011-07-09,0,12,366
2011-07-09,0,13,416
2011-07-09,0,14,373
2011-07-09,0,15,402
2011-07-09,0,16,416
2011-07-09,0,17,401
2011-07-09,0,18,378
2011-07-09,0,19,306
2011-07-09,0,20,314
2011-07-09,0,21,238
2011-07-09,0,22,214
2011-07-09,0,23,140
2011-07-10,0,0,154
2011-07-10,0,1,113
2011-07-10,0,2,96
2011-07-10,0,3,25
2011-07-10,0,4,5
2011-07-10,0,5,17
2011-07-10,0,6,25
2011-07-10,0,7,65
2011-07-10,0,8,92
2011-07-10,0,9,169
2011-07-10,0,10,268
2011-07-10,0,11,287
2011-07-10,0,12,377
2011-07-10,0,13,367
2011-07-10,0,14,349
2011-07-10,0,15,361
2011-07-10,0,16,372
2011-07-10,0,17,363
2011-07-10,0,18,363
2011-07-10,0,19,303
2011-07-10,0,20,268
2011-07-10,0,21,227
2011-07-10,0,22,143
2011-07-10,0,23,72
2011-07-11,0,0,35
2011-07-11,0,1,10
2011-07-11,0,2,12
2011-07-11,0,3,10
2011-07-11,0,4,4
2011-07-11,0,5,26
2011-07-11,0,6,121
2011-07-11,0,7,317
2011-07-11,0,8,420
2011-07-11,0,9,208
2011-07-11,0,10,117
2011-07-11,0,11,128
2011-07-11,0,12,148
2011-07-11,0,13,141
2011-07-11,0,14,134
2011-07-11,0,15,146
2011-07-11,0,16,239
2011-07-11,0,17,514
2011-07-11,0,18,472
2011-07-11,0,19,373
2011-07-11,0,20,236
2011-07-11,0,21,130
2011-07-11,0,22,90
2011-07-11,0,23,55
2011-07-12,0,0,22
2011-07-12,0,1,14
2011-07-12,0,2,9
2011-07-12,0,3,8
2011-07-12,0,4,6
2011-07-12,0,5,25
2011-07-12,0,6,115
2011-07-12,0,7,330
2011-07-12,0,8,417
2011-07-12,0,9,176
2011-07-12,0,10,123
2011-07-12,0,11,125
2011-07-12,0,12,163
2011-07-12,0,13,136
2011-07-12,0,14,124
2011-07-12,0,15,148
2011-07-12,0,16,202
2011-07-12,0,17,428
2011-07-12,0,18,511
2011-07-12,0,19,337
2011-07-12,0,20,308
2011-07-12,0,21,258
2011-07-12,0,22,194
2011-07-12,0,23,79
2011-07-13,0,0,46
2011-07-13,0,1,12
2011-07-13,0,2,5
2011-07-13,0,3,4
2011-07-13,0,4,5
2011-07-13,0,5,26
2011-07-13,0,6,121
2011-07-13,0,7,313
2011-07-13,0,8,449
2011-07-13,0,9,186
2011-07-13,0,10,113
2011-07-13,0,11,165
2011-07-13,0,12,174
2011-07-13,0,13,158
2011-07-13,0,14,116
2011-07-13,0,15,46
2011-07-13,0,16,141
2011-07-13,0,17,488
2011-07-13,0,18,463
2011-07-13,0,19,419
2011-07-13,0,20,342
2011-07-13,0,21,250
2011-07-13,0,22,184
2011-07-13,0,23,116
2011-07-14,0,0,46
2011-07-14,0,1,25
2011-07-14,0,2,10
2011-07-14,0,3,6
2011-07-14,0,4,6
2011-07-14,0,5,28
2011-07-14,0,6,130
2011-07-14,0,7,334
2011-07-14,0,8,486
2011-07-14,0,9,224
2011-07-14,0,10,127
2011-07-14,0,11,148
2011-07-14,0,12,223
2011-07-14,0,13,177
2011-07-14,0,14,178
2011-07-14,0,15,180
2011-07-14,0,16,274
2011-07-14,0,17,595
2011-07-14,0,18,578
2011-07-14,0,19,400
2011-07-14,0,20,348
2011-07-14,0,21,261
2011-07-14,0,22,176
2011-07-14,0,23,124
2011-07-15,0,0,80
2011-07-15,0,1,20
2011-07-15,0,2,38
2011-07-15,0,3,7
2011-07-15,0,4,10
2011-07-15,0,5,23
2011-07-15,0,6,120
2011-07-15,0,7,274
2011-07-15,0,8,564
2011-07-15,0,9,207
2011-07-15,0,10,166
2011-07-15,0,11,210
2011-07-15,0,12,238
2011-07-15,0,13,247
2011-07-15,0,14,265
2011-07-15,0,15,237
2011-07-15,0,16,361
2011-07-15,0,17,587
2011-07-15,0,18,496
2011-07-15,0,19,394
2011-07-15,0,20,343
2011-07-15,0,21,261
2011-07-15,0,22,223
2011-07-15,0,23,167
2011-07-16,0,0,110
2011-07-16,0,1,75
2011-07-16,0,2,58
2011-07-16,0,3,26
2011-07-16,0,4,16
2011-07-16,0,5,10
2011-07-16,0,6,37
2011-07-16,0,7,52
2011-07-16,0,8,127
2011-07-16,0,9,222
2011-07-16,0,10,322
2011-07-16,0,11,396
2011-07-16,0,12,463
2011-07-16,0,13,497
2011-07-16,0,14,433
2011-07-16,0,15,428
2011-07-16,0,16,425
2011-07-16,0,17,475
2011-07-16,0,18,428
2011-07-16,0,19,406
2011-07-16,0,20,296
2011-07-16,0,21,252
2011-07-16,0,22,201
2011-07-16,0,23,168
2011-07-17,0,0,125
2011-07-17,0,1,102
2011-07-17,0,2,94
2011-07-17,0,3,47
2011-07-17,0,4,10
2011-07-17,0,5,12
2011-07-17,0,6,21
2011-07-17,0,7,50
2011-07-17,0,8,118
2011-07-17,0,9,184
2011-07-17,0,10,304
2011-07-17,0,11,391
2011-07-17,0,12,420
2011-07-17,0,13,472
2011-07-17,0,14,430
2011-07-17,0,15,324
2011-07-17,0,16,317
2011-07-17,0,17,369
2011-07-17,0,18,390
2011-07-17,0,19,379
2011-07-17,0,20,262
2011-07-17,0,21,207
2011-07-17,0,22,181
2011-07-17,0,23,93
2011-07-18,0,0,51
2011-07-18,0,1,25
2011-07-18,0,2,10
2011-07-18,0,3,7
2011-07-18,0,4,4
2011-07-18,0,5,17
2011-07-18,0,6,105
2011-07-18,0,7,277
2011-07-18,0,8,347
2011-07-18,0,9,203
2011-07-18,0,10,130
2011-07-18,0,11,141
2011-07-18,0,12,165
2011-07-18,0,13,152
2011-07-18,0,14,138
2011-07-18,0,15,164
2011-07-18,0,16,265
2011-07-18,0,17,545
2011-07-18,0,18,558
2011-07-18,0,19,398
2011-07-18,0,20,323
2011-07-18,0,21,202
2011-07-18,0,22,140
2011-07-18,0,23,91
2011-07-19,0,0,51
2011-07-19,0,1,13
2011-07-19,0,2,13
2011-07-19,0,3,3
2011-07-19,0,4,5
2011-07-19,0,5,19
2011-07-19,0,6,134
2011-07-19,0,7,315
2011-07-19,0,8,412
2011-07-19,0,9,199
2011-07-19,0,10,141
2011-07-19,0,11,127
2011-07-19,0,12,153
2011-07-19,0,13,172
2011-07-19,0,14,152
2011-07-19,0,15,158
2011-07-19,0,16,277
2011-07-19,0,17,513
2011-07-19,0,18,530
2011-07-19,0,19,388
2011-07-19,0,20,277
2011-07-19,0,21,241
2011-07-19,0,22,156
2011-07-19,0,23,92
2011-07-20,0,0,40
2011-07-20,0,1,11
2011-07-20,0,2,9
2011-07-20,0,3,6
2011-07-20,0,4,4
2011-07-20,0,5,23
2011-07-20,0,6,116
2011-07-20,0,7,303
2011-07-20,0,8,438
2011-07-20,0,9,209
2011-07-20,0,10,110
2011-07-20,0,11,142
2011-07-20,0,12,149
2011-07-20,0,13,120
2011-07-20,0,14,127
2011-07-20,0,15,138
2011-07-20,0,16,234
2011-07-20,0,17,455
2011-07-20,0,18,497
2011-07-20,0,19,382
2011-07-20,0,20,309
2011-07-20,0,21,242
2011-07-20,0,22,169
2011-07-20,0,23,99
2011-07-21,0,0,42
2011-07-21,0,1,21
2011-07-21,0,2,6
2011-07-21,0,3,6
2011-07-21,0,4,4
2011-07-21,0,5,18
2011-07-21,0,6,117
2011-07-21,0,7,274
2011-07-21,0,8,381
2011-07-21,0,9,200
2011-07-21,0,10,78
2011-07-21,0,11,106
2011-07-21,0,12,135
2011-07-21,0,13,102
2011-07-21,0,14,147
2011-07-21,0,15,133
2011-07-21,0,16,210
2011-07-21,0,17,414
2011-07-21,0,18,382
2011-07-21,0,19,284
2011-07-21,0,20,237
2011-07-21,0,21,225
2011-07-21,0,22,149
2011-07-21,0,23,113
2011-07-22,0,0,60
2011-07-22,0,1,24
2011-07-22,0,2,14
2011-07-22,0,3,7
2011-07-22,0,4,13
2011-07-22,0,5,19
2011-07-22,0,6,96
2011-07-22,0,7,252
2011-07-22,0,8,322
2011-07-22,0,9,208
2011-07-22,0,10,115
2011-07-22,0,11,109
2011-07-22,0,12,115
2011-07-22,0,13,123
2011-07-22,0,14,101
2011-07-22,0,15,133
2011-07-22,0,16,182
2011-07-22,0,17,306
2011-07-22,0,18,284
2011-07-22,0,19,250
2011-07-22,0,20,212
2011-07-22,0,21,190
2011-07-22,0,22,149
2011-07-22,0,23,103
2011-07-23,0,0,101
2011-07-23,0,1,70
2011-07-23,0,2,61
2011-07-23,0,3,22
2011-07-23,0,4,9
2011-07-23,0,5,7
2011-07-23,0,6,25
2011-07-23,0,7,45
2011-07-23,0,8,109
2011-07-23,0,9,132
2011-07-23,0,10,198
2011-07-23,0,11,216
2011-07-23,0,12,235
2011-07-23,0,13,245
2011-07-23,0,14,236
2011-07-23,0,15,215
2011-07-23,0,16,221
2011-07-23,0,17,197
2011-07-23,0,18,196
2011-07-23,0,19,217
2011-07-23,0,20,145
2011-07-23,0,21,154
2011-07-23,0,22,125
2011-07-23,0,23,104
2011-07-24,0,0,119
2011-07-24,0,1,96
2011-07-24,0,2,60
2011-07-24,0,3,37
2011-07-24,0,4,6
2011-07-24,0,5,8
2011-07-24,0,6,22
2011-07-24,0,7,35
2011-07-24,0,8,104
2011-07-24,0,9,154
2011-07-24,0,10,226
2011-07-24,0,11,243
2011-07-24,0,12,246
2011-07-24,0,13,252
2011-07-24,0,14,283
2011-07-24,0,15,238
2011-07-24,0,16,249
2011-07-24,0,17,249
2011-07-24,0,18,243
2011-07-24,0,19,240
2011-07-24,0,20,195
2011-07-24,0,21,153
2011-07-24,0,22,98
2011-07-24,0,23,50
2011-07-25,0,0,34
2011-07-25,0,1,12
2011-07-25,0,2,6
2011-07-25,0,3,4
2011-07-25,0,4,6
2011-07-25,0,5,24
2011-07-25,0,6,107
2011-07-25,0,7,277
2011-07-25,0,8,387
2011-07-25,0,9,135
2011-07-25,0,10,84
2011-07-25,0,11,107
2011-07-25,0,12,67
2011-07-25,0,13,78
2011-07-25,0,14,90
2011-07-25,0,15,112
2011-07-25,0,16,198
2011-07-25,0,17,485
2011-07-25,0,18,533
2011-07-25,0,19,386
2011-07-25,0,20,302
2011-07-25,0,21,194
2011-07-25,0,22,125
2011-07-25,0,23,87
2011-07-26,0,0,28
2011-07-26,0,1,12
2011-07-26,0,2,7
2011-07-26,0,3,4
2011-07-26,0,4,6
2011-07-26,0,5,27
2011-07-26,0,6,110
2011-07-26,0,7,318
2011-07-26,0,8,424
2011-07-26,0,9,187
2011-07-26,0,10,138
2011-07-26,0,11,151
2011-07-26,0,12,147
2011-07-26,0,13,182
2011-07-26,0,14,147
2011-07-26,0,15,163
2011-07-26,0,16,254
2011-07-26,0,17,537
2011-07-26,0,18,546
2011-07-26,0,19,398
2011-07-26,0,20,290
2011-07-26,0,21,267
2011-07-26,0,22,158
2011-07-26,0,23,89
2011-07-27,0,0,45
2011-07-27,0,1,10
2011-07-27,0,2,6
2011-07-27,0,3,4
2011-07-27,0,4,4
2011-07-27,0,5,18
2011-07-27,0,6,123
2011-07-27,0,7,347
2011-07-27,0,8,433
2011-07-27,0,9,216
2011-07-27,0,10,114
2011-07-27,0,11,136
2011-07-27,0,12,169
2011-07-27,0,13,180
2011-07-27,0,14,127
2011-07-27,0,15,140
2011-07-27,0,16,268
2011-07-27,0,17,572
2011-07-27,0,18,541
2011-07-27,0,19,375
2011-07-27,0,20,294
2011-07-27,0,21,245
2011-07-27,0,22,180
2011-07-27,0,23,109
2011-07-28,0,0,45
2011-07-28,0,1,29
2011-07-28,0,2,7
2011-07-28,0,3,5
2011-07-28,0,4,6
2011-07-28,0,5,27
2011-07-28,0,6,116
2011-07-28,0,7,305
2011-07-28,0,8,456
2011-07-28,0,9,210
2011-07-28,0,10,116
2011-07-28,0,11,154
2011-07-28,0,12,186
2011-07-28,0,13,152
2011-07-28,0,14,138
2011-07-28,0,15,146
2011-07-28,0,16,256
2011-07-28,0,17,468
2011-07-28,0,18,483
2011-07-28,0,19,322
2011-07-28,0,20,270
2011-07-28,0,21,196
2011-07-28,0,22,174
2011-07-28,0,23,123
2011-07-29,0,0,57
2011-07-29,0,1,34
2011-07-29,0,2,13
2011-07-29,0,3,11
2011-07-29,0,4,6
2011-07-29,0,5,27
2011-07-29,0,6,90
2011-07-29,0,7,254
2011-07-29,0,8,384
2011-07-29,0,9,179
2011-07-29,0,10,106
2011-07-29,0,11,161
2011-07-29,0,12,135
2011-07-29,0,13,156
2011-07-29,0,14,148
2011-07-29,0,15,169
2011-07-29,0,16,233
2011-07-29,0,17,421
2011-07-29,0,18,362
2011-07-29,0,19,241
2011-07-29,0,20,206
2011-07-29,0,21,163
2011-07-29,0,22,174
2011-07-29,0,23,116
2011-07-30,0,0,133
2011-07-30,0,1,90
2011-07-30,0,2,42
2011-07-30,0,3,43
2011-07-30,0,4,10
2011-07-30,0,5,13
2011-07-30,0,6,24
2011-07-30,0,7,42
2011-07-30,0,8,114
2011-07-30,0,9,174
2011-07-30,0,10,261
2011-07-30,0,11,317
2011-07-30,0,12,341
2011-07-30,0,13,308
2011-07-30,0,14,305
2011-07-30,0,15,302
2011-07-30,0,16,302
2011-07-30,0,17,302
2011-07-30,0,18,299
2011-07-30,0,19,256
2011-07-30,0,20,206
2011-07-30,0,21,205
2011-07-30,0,22,209
2011-07-30,0,23,177
2011-07-31,0,0,113
2011-07-31,0,1,79
2011-07-31,0,2,67
2011-07-31,0,3,50
2011-07-31,0,4,13
2011-07-31,0,5,8
2011-07-31,0,6,13
2011-07-31,0,7,45
2011-07-31,0,8,142
2011-07-31,0,9,183
2011-07-31,0,10,254
2011-07-31,0,11,275
2011-07-31,0,12,338
2011-07-31,0,13,294
2011-07-31,0,14,326
2011-07-31,0,15,293
2011-07-31,0,16,306
2011-07-31,0,17,320
2011-07-31,0,18,304
2011-07-31,0,19,274
2011-07-31,0,20,275
2011-07-31,0,21,164
2011-07-31,0,22,96
2011-07-31,0,23,70
2011-08-01,0,0,29
2011-08-01,0,1,17
2011-08-01,0,2,11
2011-08-01,0,3,4
2011-08-01,0,4,4
2011-08-01,0,5,26
2011-08-01,0,6,100
2011-08-01,0,7,282
2011-08-01,0,8,382
2011-08-01,0,9,166
2011-08-01,0,10,97
2011-08-01,0,11,119
2011-08-01,0,12,168
2011-08-01,0,13,150
2011-08-01,0,14,123
2011-08-01,0,15,129
2011-08-01,0,16,231
2011-08-01,0,17,514
2011-08-01,0,18,543
2011-08-01,0,19,413
2011-08-01,0,20,305
2011-08-01,0,21,220
2011-08-01,0,22,137
2011-08-01,0,23,96
2011-08-02,0,0,29
2011-08-02,0,1,12
2011-08-02,0,2,8
2011-08-02,0,3,5
2011-08-02,0,4,10
2011-08-02,0,5,21
2011-08-02,0,6,117
2011-08-02,0,7,335
2011-08-02,0,8,435
2011-08-02,0,9,213
2011-08-02,0,10,140
2011-08-02,0,11,128
2011-08-02,0,12,157
2011-08-02,0,13,203
2011-08-02,0,14,159
2011-08-02,0,15,168
2011-08-02,0,16,274
2011-08-02,0,17,556
2011-08-02,0,18,556
2011-08-02,0,19,454
2011-08-02,0,20,288
2011-08-02,0,21,254
2011-08-02,0,22,191
2011-08-02,0,23,132
2011-08-03,0,0,43
2011-08-03,0,1,16
2011-08-03,0,2,11
2011-08-03,0,3,4
2011-08-03,0,4,7
2011-08-03,0,5,24
2011-08-03,0,6,110
2011-08-03,0,7,271
2011-08-03,0,8,437
2011-08-03,0,9,195
2011-08-03,0,10,68
2011-08-03,0,11,122
2011-08-03,0,12,161
2011-08-03,0,13,144
2011-08-03,0,14,147
2011-08-03,0,15,118
2011-08-03,0,16,150
2011-08-03,0,17,425
2011-08-03,0,18,492
2011-08-03,0,19,321
2011-08-03,0,20,87
2011-08-03,0,21,88
2011-08-03,0,22,77
2011-08-03,0,23,56
2011-08-04,0,0,17
2011-08-04,0,1,17
2011-08-04,0,2,7
2011-08-04,0,3,3
2011-08-04,0,4,7
2011-08-04,0,5,20
